Name,Category,Subcategory,Risk,Technology,Standard Ports,Characteristics
rsa-securid-mfa-api,general-internet,internet-utility,1,client-server,tcp/443,has-known-vulnerability
rsa-security-analytics,business-systems,management,1,client-server,tcp/50005,
rsh,networking,remote-access,4,client-server,tcp/514,used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
rss,general-internet,internet-utility,5,client-server,tcp/80,evasive-behavior used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
rstatd,business-systems,management,2,client-server,udp/dynamic,has-known-vulnerability pervasive-use
rsvp,networking,ip-protocol,1,network-protocol,
rsvp-e2e-ignore,networking,ip-protocol,1,network-protocol,
rsync,business-systems,storage-backup,3,client-server,tcp/873 udp/873,consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
rtcm-sc104,business-systems,ics-protocols,1,network-protocol,tcp/2101,
rtcp,media,photo-video,1,client-server,udp/dynamic,
rtmfp,collaboration,voip-video,1,peer-to-peer,udp/dynamic,consume-big-bandwidth pervasive-use
rtmp,media,photo-video,4,browser-based,"tcp/1935,80,443",consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
rtmpe,media,photo-video,4,browser-based,"tcp/80,443,1935",evasive-behavior consume-big-bandwidth able-to-transfer-file pervasive-use
rtmpt,media,photo-video,4,browser-based,tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file pervasive-use
rtp-base,media,photo-video,3,client-server,udp/dynamic,consume-big-bandwidth able-to-transfer-file pervasive-use
rtp-audio,media,audio-streaming,2,network-protocol,tcp/dynamic udp/dynamic,has-known-vulnerability pervasive-use
rtp-video,media,photo-video,2,network-protocol,tcp/dynamic udp/dynamic,has-known-vulnerability pervasive-use
rtps,business-systems,ics-protocols,1,client-server,udp/dynamic,has-known-vulnerability
rtsp,media,photo-video,3,client-server,tcp/554 udp/554,consume-big-bandwidth has-known-vulnerability pervasive-use
ruckus,media,audio-streaming,4,browser-based,"tcp/80,443",evasive-behavior consume-big-bandwidth able-to-transfer-file pervasive-use
runescape,media,gaming,1,client-server,"tcp/443,80,43594",consume-big-bandwidth pervasive-use
rusers,business-systems,management,2,client-server,udp/dynamic,has-known-vulnerability pervasive-use
rvd,networking,ip-protocol,1,network-protocol,
rwho,general-internet,internet-utility,1,client-server,tcp/513 udp/513,pervasive-use
rypple,collaboration,social-business,1,browser-based,"tcp/443,80",has-known-vulnerability
s1ap,networking,ip-protocol,1,network-protocol,
saasu,business-systems,general-business,1,browser-based,"tcp/80,443",has-known-vulnerability
saba-centra-meeting,collaboration,internet-conferencing,4,client-server,"tcp/443,dynamic",evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability
sakai,business-systems,general-business,2,browser-based,"tcp/443,80",able-to-transfer-file has-known-vulnerability
salesforce-base,business-systems,erp-crm,2,browser-based,"tcp/80,443,4309",able-to-transfer-file pervasive-use
salesforce-chatter,collaboration,social-business,2,browser-based,"tcp/80,443",able-to-transfer-file pervasive-use
salesforce-desk,business-systems,management,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
salesforce-downloading,business-systems,erp-crm,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
salesforce-editing,business-systems,erp-crm,1,browser-based,"tcp/80,443",has-known-vulnerability
salesforce-posting,business-systems,erp-crm,1,browser-based,"tcp/80,443",has-known-vulnerability
salesforce-sharing,business-systems,erp-crm,1,browser-based,"tcp/80,443",has-known-vulnerability
salesforce-uploading,business-systems,erp-crm,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
saltstack,business-systems,management,1,client-server,"tcp/4505,4506",has-known-vulnerability
samanage,business-systems,management,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
samepage,business-systems,management,2,browser-based,"tcp/443, 80",able-to-transfer-file has-known-vulnerability
samsung-tizen-push,business-systems,software-development,1,client-server,"tcp/443,5223",
samsung-updates,business-systems,software-update,1,browser-based,"tcp/80,443",has-known-vulnerability
sap,business-systems,erp-crm,3,client-server,"tcp/80,3200-3299,3300-3399,3600-3699,4800-4899,8000-8001,8010,8080,8100-8199,8443,50000-59914,443",able-to-transfer-file has-known-vulnerability pervasive-use
sap-hana,business-systems,database,1,client-server,tcp/30013-39915,
sap-jam-base,business-systems,erp-crm,2,browser-based,"tcp/80,443",able-to-transfer-file pervasive-use
sap-jam-uploading,business-systems,erp-crm,3,browser-based,"tcp/443,80",consume-big-bandwidth able-to-transfer-file pervasive-use
sat-expak,networking,ip-protocol,1,network-protocol,
sat-mon,networking,ip-protocol,1,network-protocol,
saxopress,business-systems,general-business,1,client-server,tcp/dynamic,has-known-vulnerability
sbs-netv,media,photo-video,3,browser-based,tcp/80,evasive-behavior consume-big-bandwidth has-known-vulnerability pervasive-use
scc-sp,networking,ip-protocol,1,browser-based,
sccp,collaboration,voip-video,2,peer-to-peer,tcp/2000,has-known-vulnerability pervasive-use
scep,networking,infrastructure,2,client-server,tcp/80,has-known-vulnerability pervasive-use
scheduleonce,collaboration,internet-conferencing,1,browser-based,"tcp/443, 80",has-known-vulnerability
schmedley,collaboration,social-networking,3,browser-based,tcp/443 tcp/80,evasive-behavior has-known-vulnerability pervasive-use
scotty,networking,proxy,4,client-server,tcp/dynamic,evasive-behavior able-to-transfer-file
scps,networking,ip-protocol,1,network-protocol,
screencast-base,media,photo-video,4,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability pervasive-use
screencast-uploading,media,photo-video,2,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
screenconnect,networking,remote-access,4,client-server,"tcp/8040,8041,80,443",able-to-transfer-file has-known-vulnerability
scribd-base,general-internet,file-sharing,3,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability pervasive-use
scribd-uploading,general-internet,file-sharing,4,browser-based,tcp/80,evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
sctp,networking,ip-protocol,1,network-protocol,has-known-vulnerability
sdrp,networking,routing,1,network-protocol,
seamless-phenom,general-internet,file-sharing,4,peer-to-peer,tcp/dynamic,evasive-behavior consume-big-bandwidth able-to-transfer-file pervasive-use
second-life-base,media,gaming,4,client-server,"tcp/80,443,12043,12046,21002 udp/12043,13000-13050",evasive-behavior consume-big-bandwidth has-known-vulnerability pervasive-use
second-life-voice-chat,collaboration,voip-video,1,client-server,"udp/12000-17000 udp/3478,3479,5060,5062",
secret,collaboration,social-networking,4,browser-based,"tcp/80,443",used-by-malware able-to-transfer-file pervasive-use
secs-gem,networking,infrastructure,1,network-protocol,"tcp/5000,5001",
secure-access,networking,encrypted-tunnel,4,browser-based,tcp/443,evasive-behavior able-to-transfer-file
secure-access-sync,networking,infrastructure,1,network-protocol,"tcp/4800-4920 udp/4803,4804",able-to-transfer-file
secure-data-space-base,business-systems,management,1,client-server,"tcp/80,443",has-known-vulnerability
secure-data-space-downloading,business-systems,management,2,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
secure-data-space-editing,business-systems,management,1,client-server,"tcp/80,443",has-known-vulnerability
secure-data-space-posting,business-systems,management,1,client-server,"tcp/80,443",has-known-vulnerability
secure-data-space-sharing,business-systems,management,1,client-server,"tcp/80,443",has-known-vulnerability
secure-data-space-uploading,business-systems,management,2,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
secure-vmtp,networking,ip-protocol,1,network-protocol,
securedocs,business-systems,management,2,browser-based,"tcp/443, 80",able-to-transfer-file has-known-vulnerability
securemeeting,collaboration,internet-conferencing,3,browser-based,tcp/443,evasive-behavior able-to-transfer-file
secureserver-mail,collaboration,email,4,browser-based,"tcp/80,443",used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
securid,business-systems,auth-service,2,client-server,udp/5500,has-known-vulnerability pervasive-use
security-kiss,networking,encrypted-tunnel,4,client-server,tcp/dynamic udp/dynamic,evasive-behavior able-to-transfer-file has-known-vulnerability
seeqpod,media,audio-streaming,3,browser-based,tcp/443 tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file pervasive-use
seesmic,collaboration,voip-video,3,browser-based,tcp/80 tcp/443,evasive-behavior able-to-transfer-file has-known-vulnerability
sel-fast-messaging,business-systems,ics-protocols,1,client-server,tcp/5201-5220,
send-anywhere,general-internet,file-sharing,2,client-server,tcp/443,able-to-transfer-file has-known-vulnerability
send-to-phone,collaboration,email,1,client-server,tcp/80,evasive-behavior
sendgrid,collaboration,email,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
sendoid,general-internet,file-sharing,2,peer-to-peer,tcp/80 udp/dynamic,consume-big-bandwidth able-to-transfer-file
sendspace,general-internet,file-sharing,4,browser-based,tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file pervasive-use
sendthisfile-base,general-internet,file-sharing,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
sendthisfile-uploading,general-internet,file-sharing,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
sentillion,business-systems,medical,2,browser-based,"tcp/80,2617",able-to-transfer-file has-known-vulnerability
sentinelone,business-systems,management,1,client-server,tcp/443,
serial-over-lan,business-systems,general-business,3,network-protocol,tcp/16994,used-by-malware has-known-vulnerability
service-now-base,business-systems,management,2,browser-based,"tcp/80,443",has-known-vulnerability pervasive-use
service-now-downloading,business-systems,management,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
service-now-editing,business-systems,management,3,browser-based,"tcp/80,443",used-by-malware has-known-vulnerability
service-now-posting,business-systems,management,1,browser-based,"tcp/80,443",has-known-vulnerability
service-now-sharing,business-systems,management,3,browser-based,"tcp/80,443",used-by-malware has-known-vulnerability
service-now-uploading,business-systems,management,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
session-announcement-protocol,general-internet,internet-utility,1,network-protocol,tcp/9875 udp/9875,
seven-email,collaboration,email,3,client-server,tcp/443,evasive-behavior able-to-transfer-file
sfax,business-systems,general-business,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
sflow,business-systems,management,1,client-server,udp/6343,pervasive-use
share-p2p,general-internet,file-sharing,4,peer-to-peer,tcp/dynamic udp/dynamic,evasive-behavior consume-big-bandwidth able-to-transfer-file pervasive-use
sharebase.to,general-internet,file-sharing,5,browser-based,tcp/80,evasive-behavior consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
sharebox,general-internet,file-sharing,4,client-server,tcp/dynamic,consume-big-bandwidth used-by-malware able-to-transfer-file pervasive-use
sharefile-base,general-internet,file-sharing,4,browser-based,"tcp/80,443",evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
sharefile-downloading,general-internet,file-sharing,4,browser-based,"tcp/80,443",evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
sharefile-editing,general-internet,file-sharing,3,browser-based,"tcp/80,443",evasive-behavior has-known-vulnerability pervasive-use
sharefile-uploading,general-internet,file-sharing,4,browser-based,"tcp/80,443",evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
sharepoint-base,collaboration,social-business,3,browser-based,tcp/dynamic,able-to-transfer-file has-known-vulnerability pervasive-use
sharepoint-admin,business-systems,general-business,3,client-server,tcp/dynamic,able-to-transfer-file has-known-vulnerability pervasive-use
sharepoint-blog-posting,business-systems,general-business,3,browser-based,tcp/dynamic,able-to-transfer-file has-known-vulnerability pervasive-use
sharepoint-calendar,business-systems,general-business,3,browser-based,tcp/dynamic,able-to-transfer-file has-known-vulnerability pervasive-use
sharepoint-documents,business-systems,general-business,3,browser-based,tcp/dynamic,able-to-transfer-file has-known-vulnerability pervasive-use
sharepoint-online,collaboration,social-business,3,browser-based,"tcp/443,80",able-to-transfer-file has-known-vulnerability pervasive-use
sharepoint-online-downloading,collaboration,social-business,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
sharepoint-online-editing,collaboration,social-business,1,browser-based,"tcp/80,443",has-known-vulnerability
sharepoint-online-sharing,collaboration,social-business,1,browser-based,"tcp/80,443",has-known-vulnerability
sharepoint-online-uploading,collaboration,social-business,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
sharepoint-wiki,collaboration,web-posting,3,browser-based,tcp/dynamic,able-to-transfer-file has-known-vulnerability pervasive-use
sharevault-base,general-internet,file-sharing,2,browser-based,tcp/443,has-known-vulnerability
sharevault-file-transfer,general-internet,file-sharing,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
shavlik-netchk,business-systems,management,1,client-server,"tcp/80,443",able-to-transfer-file
shim6,networking,ip-protocol,1,network-protocol,
shipstation,business-systems,general-business,2,browser-based,"tcp/443, 80",able-to-transfer-file has-known-vulnerability
shodan,business-systems,database,1,browser-based,"tcp/80,443",has-known-vulnerability
shoebox,media,photo-video,1,client-server,"tcp/80,443",able-to-transfer-file
shoutcast,media,audio-streaming,1,client-server,"tcp/80,8000,8001 udp/8000,8001",consume-big-bandwidth pervasive-use
showmax-base,media,photo-video,1,browser-based,"tcp/80,443",has-known-vulnerability
showmax-streaming,media,photo-video,2,browser-based,"tcp/80,443",consume-big-bandwidth has-known-vulnerability
showmypc,networking,remote-access,4,client-server,"tcp/80,443",evasive-behavior able-to-transfer-file has-known-vulnerability
showtime,media,photo-video,2,browser-based,"tcp/80,443",consume-big-bandwidth has-known-vulnerability
shutterfly,media,photo-video,3,browser-based,tcp/443 tcp/80,able-to-transfer-file has-known-vulnerability pervasive-use
siebel-crm,business-systems,erp-crm,3,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
siemens-factorylink,business-systems,ics-protocols,1,client-server,tcp/7580,has-known-vulnerability
siemens-p2,business-systems,ics-protocols,1,client-server,tcp/5033,
siemens-s7-base,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-check-password-set,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-comm-plus-base,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-comm-plus-download,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-comm-plus-run-cpu,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-comm-plus-set-time,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-comm-plus-stop-cpu,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-comm-plus-upload,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-download-program,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-read,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-set-clock,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-setup-communication,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-start,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-status-controller,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-stop,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-upload-program,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
siemens-s7-warm-restart,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
sightspeed,collaboration,voip-video,1,peer-to-peer,tcp/dynamic udp/dynamic,consume-big-bandwidth
signal,collaboration,instant-messaging,1,client-server,"tcp/443,31337 udp/dynamic",able-to-transfer-file
signiant-base,general-internet,file-sharing,2,client-server,"tcp/80,8080,443,49221 udp/49221-49321",consume-big-bandwidth able-to-transfer-file
signiant-uploading,general-internet,file-sharing,3,client-server,"udp/49221-49321 tcp/80,443,49221",evasive-behavior consume-big-bandwidth able-to-transfer-file
signnow,business-systems,office-programs,2,browser-based,"tcp/443,80",able-to-transfer-file has-known-vulnerability
silent-circle,collaboration,voip-video,4,client-server,"tcp/80,443,5061",evasive-behavior able-to-transfer-file pervasive-use
silverlake-axis-sibs,business-systems,general-business,1,client-server,tcp/dynamic,
silverlight,general-internet,internet-utility,2,browser-based,"tcp/80,443",consume-big-bandwidth has-known-vulnerability pervasive-use
silverpeak-edgeconnect,networking,infrastructure,1,network-protocol,"udp/12000,12001",
simple-im,collaboration,instant-messaging,1,client-server,tcp/dynamic,
simplehelp,business-systems,management,4,client-server,"tcp/80,443 udp/dynamic",able-to-transfer-file has-known-vulnerability pervasive-use
simplenote,general-internet,internet-utility,1,client-server,"tcp/80,443",pervasive-use
simplify,media,audio-streaming,3,peer-to-peer,tcp/443 udp/dynamic,evasive-behavior consume-big-bandwidth pervasive-use
simplite-msn,collaboration,instant-messaging,4,peer-to-peer,"tcp/80,1863",evasive-behavior used-by-malware able-to-transfer-file has-known-vulnerability
sina-uc-base,collaboration,instant-messaging,3,client-server,"tcp/80,443,5222,9000 udp/dynamic",evasive-behavior has-known-vulnerability pervasive-use
sina-uc-audio-video,collaboration,voip-video,2,client-server,udp/dynamic,has-known-vulnerability pervasive-use
sina-uc-file-transfer,general-internet,file-sharing,3,client-server,tcp/dynamic udp/dynamic,evasive-behavior able-to-transfer-file pervasive-use
sina-uc-remote-control,networking,remote-access,2,client-server,"udp/8001,dynamic",evasive-behavior pervasive-use
sina-uc-web-disk,general-internet,file-sharing,4,client-server,tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
sina-webuc,collaboration,instant-messaging,3,browser-based,tcp/80,used-by-malware has-known-vulnerability pervasive-use
sina-weibo-base,collaboration,social-networking,4,browser-based,tcp/80,used-by-malware has-known-vulnerability pervasive-use
sina-weibo-posting,collaboration,social-networking,3,browser-based,tcp/80,used-by-malware has-known-vulnerability pervasive-use
sip,collaboration,voip-video,4,peer-to-peer,tcp/5060 udp/5060,consume-big-bandwidth used-by-malware has-known-vulnerability pervasive-use
sip-application,collaboration,voip-video,1,peer-to-peer,udp/dynamic,pervasive-use
sip-message,collaboration,instant-messaging,1,peer-to-peer,udp/dynamic,pervasive-use
sip-trunk,collaboration,voip-video,3,peer-to-peer,tcp/5060 udp/5060,consume-big-bandwidth used-by-malware has-known-vulnerability pervasive-use
sip2-for-ils,business-systems,management,1,network-protocol,tcp/6000,
sipcli,collaboration,voip-video,3,peer-to-peer,udp/5060,consume-big-bandwidth used-by-malware has-known-vulnerability
sipviaheader-nat,collaboration,voip-video,4,client-server,tcp/5060 udp/5060,consume-big-bandwidth used-by-malware has-known-vulnerability pervasive-use
siteminder,business-systems,auth-service,2,client-server,"tcp/44441,44442,44443",has-known-vulnerability pervasive-use
skip,networking,ip-protocol,1,network-protocol,
skydur,networking,proxy,2,client-server,"tcp/443,80",evasive-behavior has-known-vulnerability
sky-player,media,photo-video,4,client-server,tcp/443 tcp/80,evasive-behavior consume-big-bandwidth has-known-vulnerability pervasive-use
skydrive-base,general-internet,file-sharing,4,browser-based,tcp/443 tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file pervasive-use
skydrive-uploading,general-internet,file-sharing,4,client-server,"tcp/80,443",evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
skype,collaboration,voip-video,5,peer-to-peer,tcp/dynamic udp/dynamic,evasive-behavior consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
skype-probe,collaboration,voip-video,2,peer-to-peer,udp/dynamic,evasive-behavior pervasive-use
skytap,networking,infrastructure,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
slack-base,collaboration,instant-messaging,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
slack-call,collaboration,internet-conferencing,2,browser-based,"tcp/80,443,22466 udp/8090,22466",consume-big-bandwidth has-known-vulnerability
slack-downloading,general-internet,file-sharing,3,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability pervasive-use
slack-editing,collaboration,instant-messaging,2,browser-based,"tcp/80,443",has-known-vulnerability pervasive-use
slack-file-transfer,general-internet,file-sharing,4,browser-based,tcp/443,consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability
slack-sharing,general-internet,file-sharing,2,browser-based,"tcp/80,443",has-known-vulnerability pervasive-use
slack-uploading,general-internet,file-sharing,3,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability pervasive-use
slacker,media,audio-streaming,2,browser-based,"tcp/80,443",consume-big-bandwidth has-known-vulnerability
slemma,business-systems,management,2,browser-based,"tcp/443,80",able-to-transfer-file has-known-vulnerability
sliderocket,business-systems,office-programs,4,browser-based,"tcp/80,443",evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
slideshare-base,general-internet,file-sharing,3,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability pervasive-use
slideshare-uploading,general-internet,file-sharing,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
sling,media,photo-video,2,client-server,"tcp/80,5001,443",evasive-behavior consume-big-bandwidth pervasive-use
slp,networking,infrastructure,1,network-protocol,udp/427 tcp/427,has-known-vulnerability
sm,networking,ip-protocol,1,network-protocol,
smart-bridgit,collaboration,internet-conferencing,1,client-server,"tcp/80,9933 udp/9901-9920",consume-big-bandwidth pervasive-use
smartsheet-base,collaboration,social-business,1,browser-based,"tcp/80,443",able-to-transfer-file
smartsheet-downloading,general-internet,file-sharing,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
smartsheet-editing,general-internet,file-sharing,1,browser-based,"tcp/80,443",has-known-vulnerability
smartsheet-sharing,general-internet,file-sharing,1,browser-based,"tcp/80,443",has-known-vulnerability
smartsheet-uploading,general-internet,file-sharing,1,browser-based,"tcp/80,443",able-to-transfer-file
smilebox,media,photo-video,2,client-server,"tcp/80,443",able-to-transfer-file pervasive-use
smiths-pharmguard,business-systems,medical,1,client-server,tcp/1588,
smp,networking,ip-protocol,1,network-protocol,
smpp,general-internet,internet-utility,1,client-server,tcp/2775,
smtp,collaboration,email,5,client-server,"tcp/25,587",used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
smugmug,media,photo-video,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
snapchat,collaboration,instant-messaging,2,client-server,"tcp/80,443",able-to-transfer-file pervasive-use
snapfish,media,photo-video,3,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability pervasive-use
snapmirror,business-systems,storage-backup,2,client-server,"tcp/10566,11104,11105",consume-big-bandwidth able-to-transfer-file pervasive-use
snaprevise,media,photo-video,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
snare-server,business-systems,management,1,client-server,tcp/80,has-known-vulnerability
snmp-base,networking,infrastructure,2,client-server,tcp/161 udp/161,has-known-vulnerability pervasive-use
snmp-trap,networking,infrastructure,3,client-server,tcp/162 udp/162,used-by-malware has-known-vulnerability pervasive-use
snmpv1,networking,infrastructure,2,client-server,tcp/161 udp/161,has-known-vulnerability pervasive-use
snmpv2,networking,infrastructure,2,client-server,tcp/161 udp/161,has-known-vulnerability pervasive-use
snmpv3,networking,infrastructure,1,client-server,tcp/161 udp/161,has-known-vulnerability
snp,networking,ip-protocol,1,network-protocol,
snpp,general-internet,internet-utility,1,client-server,tcp/444,pervasive-use
soap,business-systems,general-business,2,client-server,"tcp/80,443",evasive-behavior pervasive-use
socialtext-editing,collaboration,web-posting,3,browser-based,tcp/80,able-to-transfer-file pervasive-use
socialcam,media,photo-video,2,client-server,"tcp/80,443",consume-big-bandwidth able-to-transfer-file pervasive-use
socialtv,media,photo-video,4,browser-based,udp/dynamic tcp/dynamic,evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
socks,networking,proxy,5,network-protocol,tcp/1080,evasive-behavior used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
socks2http,networking,proxy,5,network-protocol,"tcp/80,443",evasive-behavior used-by-malware able-to-transfer-file pervasive-use
softros-messenger-base,collaboration,instant-messaging,1,peer-to-peer,tcp/19771 udp/dynamic,
softros-messenger-file-transfer,general-internet,file-sharing,1,peer-to-peer,tcp/19880,able-to-transfer-file
sohu-video,media,photo-video,3,browser-based,tcp/80 udp/dynamic,consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
solarwinds-base,business-systems,management,1,browser-based,tcp/80,has-known-vulnerability
solarwinds-agent,business-systems,management,1,browser-based,tcp/17778,has-known-vulnerability
solarwinds-msp-anywhere,business-systems,management,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
solarwinds-npm,business-systems,management,1,browser-based,tcp/80,has-known-vulnerability
solarwinds-sam,business-systems,management,1,browser-based,tcp/80,has-known-vulnerability
solidfiles,general-internet,file-sharing,1,browser-based,"tcp/80,443",able-to-transfer-file
solvequotes,business-systems,general-business,1,client-server,tcp/7658,
sonarqube,business-systems,software-development,2,client-server,"tcp/443,9000",able-to-transfer-file has-known-vulnerability
sopcast,media,photo-video,5,peer-to-peer,tcp/dynamic udp/dynamic,evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
sophos-live-protection,business-systems,software-update,2,client-server,tcp/443 tcp/80 udp/53,evasive-behavior has-known-vulnerability
sophos-rms,business-systems,management,1,client-server,"tcp/8192,8194",pervasive-use
sophos-update,business-systems,software-update,1,client-server,"tcp/80, 139",evasive-behavior
soribada,general-internet,file-sharing,5,peer-to-peer,tcp/80,evasive-behavior consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
sosbackup,business-systems,storage-backup,4,client-server,"tcp/80,443",evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
soti-mobicontrol,business-systems,management,1,client-server,"tcp/5494,5495",
soulseek,general-internet,file-sharing,5,peer-to-peer,tcp/2230-2250,evasive-behavior consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
soundcloud-base,media,audio-streaming,2,client-server,"tcp/80,443",consume-big-bandwidth able-to-transfer-file pervasive-use
soundcloud-uploading,media,audio-streaming,3,client-server,"tcp/80,443",consume-big-bandwidth able-to-transfer-file has-known-vulnerability
source-engine,media,gaming,4,client-server,tcp/dynamic udp/dynamic,consume-big-bandwidth used-by-malware has-known-vulnerability pervasive-use
sourcefire-fireamp,business-systems,general-business,1,client-server,tcp/dynamic,
sourceforge-base,general-internet,file-sharing,2,client-server,"tcp/80,443,9418,3690",has-known-vulnerability pervasive-use
sourceforge-downloading,general-internet,file-sharing,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
sourceforge-file-transfer,general-internet,file-sharing,2,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
sourceforge-uploading,general-internet,file-sharing,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
spamfighter,general-internet,internet-utility,1,client-server,"tcp/80,2409,5000 udp/2409",has-known-vulnerability
spanning,business-systems,storage-backup,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
spark,collaboration,social-networking,4,browser-based,tcp/80,used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
spark-im-base,collaboration,instant-messaging,1,client-server,"tcp/5222,5223",
spark-im-file-transfer,collaboration,instant-messaging,2,peer-to-peer,"tcp/5222,5223,7777",able-to-transfer-file
spector360,business-systems,general-business,1,client-server,tcp/dynamic,has-known-vulnerability
spectrum-tv,media,photo-video,2,browser-based,"tcp/80,443",consume-big-bandwidth has-known-vulnerability
speedtest,general-internet,internet-utility,2,browser-based,"tcp/80,8080,5060,443",has-known-vulnerability pervasive-use
speedvpn,networking,encrypted-tunnel,1,client-server,udp/dynamic,
spideroak,business-systems,storage-backup,3,client-server,"tcp/443,80",evasive-behavior consume-big-bandwidth able-to-transfer-file
spirent,business-systems,management,1,client-server,tcp/dynamic,
